#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Cryptococcus neoformans CHC193	1295840	PRJNA191173	191173	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt63	1295841	PRJNA191174	191174	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt85	1295842	PRJNA191175	191175	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt27	1295843	PRJNA191176	191176	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt39	1295844	PRJNA191177	191177	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt89	1295845	PRJNA191178	191178	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii LP-RSA2296	1295846	PRJNA191179	191179	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt31	1295847	PRJNA191180	191180	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt40	1295848	PRJNA191181	191181	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt55	1295849	PRJNA191182	191182	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt9	1295850	PRJNA191183	191183	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii LP-RSA3042	1295851	PRJNA191184	191184	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt32	1295852	PRJNA191185	191185	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt41	1295853	PRJNA191186	191186	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt56	1295854	PRJNA191187	191187	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt92	1295855	PRJNA191188	191188	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii MW-RSA2628	1295856	PRJNA191189	191189	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt33	1295857	PRJNA191190	191190	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt5	1295858	PRJNA191191	191191	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt75	1295859	PRJNA191192	191192	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Gb159-1	1295860	PRJNA191193	191193	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Tu241-1	1295861	PRJNA191194	191194	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt50	1295862	PRJNA191195	191195	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt76	1295863	PRJNA191196	191196	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii IUM 96-28-28	1295864	PRJNA191197	191197	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt34	1295865	PRJNA191198	191198	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt52	1295866	PRJNA191199	191199	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt81	1295867	PRJNA191200	191200	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii LP-RSA116	1295868	PRJNA191201	191201	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt36	1295869	PRJNA191203	191203	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt53	1295870	PRJNA191205	191205	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt84	1295871	PRJNA191206	191206	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt38	1295872	PRJNA191207	191207	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt54	1295873	PRJNA191208	191208	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt88	1295874	PRJNA191209	191209	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii LP-RSA1343	1295875	PRJNA191210	191210	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii WM629	1295876	PRJNA191211	191211	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans B3179	1296044	PRJNA191212	191212	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans CDC92_18	1296045	PRJNA191213	191213	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans CDC92_27	1298963	PRJNA191214	191214	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans 2_22	1296047	PRJNA191216	191216	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans S15	1296048	PRJNA191217	191217	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans 3_15	1296049	PRJNA191218	191218	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans S17	1296050	PRJNA191219	191219	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans 431	1296051	PRJNA191220	191220	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans VANC_R461	1296052	PRJNA191221	191221	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. neoformans AD3_99	1296053	PRJNA191222	191222	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Zg287	1296057	PRJNA191225	191225	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt163	1295877	PRJNA191227	191227	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt212	1295878	PRJNA191228	191228	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt59	1295879	PRJNA191229	191229	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt83	1295880	PRJNA191230	191230	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Th206	1295881	PRJNA191231	191231	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt203	1295882	PRJNA191232	191232	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt213	1295883	PRJNA191233	191233	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt37	1295884	PRJNA191234	191234	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt6	1295885	PRJNA191235	191235	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt87	1295886	PRJNA191236	191236	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii LP-RSA848	1295887	PRJNA191237	191237	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii WM148	1295888	PRJNA191238	191238	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt205	1295889	PRJNA191239	191239	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt214	1295890	PRJNA191240	191240	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt42	1295891	PRJNA191241	191241	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt72	1295892	PRJNA191242	191242	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt90	1295893	PRJNA191243	191243	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii MW-RSA1869	1295894	PRJNA191244	191244	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt207	1295895	PRJNA191245	191245	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt23	1295896	PRJNA191246	191246	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt48	1295897	PRJNA191247	191247	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt77	1295898	PRJNA191248	191248	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt93	1295899	PRJNA191249	191249	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii MW-RSA4119	1295900	PRJNA191250	191250	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt28	1295901	PRJNA191251	191251	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt49	1295902	PRJNA191252	191252	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt78	1295903	PRJNA191253	191253	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt95	1295904	PRJNA191254	191254	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii MW-RSA5387	1295905	PRJNA191255	191255	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt209	1295906	PRJNA191256	191256	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt29	1295907	PRJNA191257	191257	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt51	1295908	PRJNA191258	191258	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt79	1295909	PRJNA191259	191259	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii C27	1295910	PRJNA191260	191260	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii MW-RSA606	1295911	PRJNA191261	191261	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt210	1295912	PRJNA191262	191262	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt3	1295913	PRJNA191263	191263	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt57	1295914	PRJNA191264	191264	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Jo278-1	1295915	PRJNA191265	191265	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii MW-RSA6134	1295916	PRJNA191266	191266	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt211	1295917	PRJNA191267	191267	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt30	1295918	PRJNA191268	191268	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt58	1295919	PRJNA191269	191269	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt8	1295920	PRJNA191270	191270	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii LP-RSA1684	1295921	PRJNA191271	191271	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii T4	1295922	PRJNA191272	191272	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt132	1296058	PRJNA191273	191273	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt202	1296059	PRJNA191274	191274	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt164	1296060	PRJNA191275	191275	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans C2	1296061	PRJNA191276	191276	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt17	1296062	PRJNA191277	191277	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt43	1296063	PRJNA191278	191278	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans MW-RSA82	1296064	PRJNA191279	191279	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt18	1296065	PRJNA191280	191280	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt44	1296066	PRJNA191281	191281	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Pr68	1296067	PRJNA191282	191282	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt47	1296068	PRJNA191283	191283	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt19	1296069	PRJNA191284	191284	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt62	1296070	PRJNA191285	191285	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt2	1296071	PRJNA191286	191286	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt66	1296072	PRJNA191287	191287	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt20	1296073	PRJNA191288	191288	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt97	1296074	PRJNA191289	191289	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt104	1295923	PRJNA191290	191290	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt114	1295924	PRJNA191291	191291	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt127	1295925	PRJNA191292	191292	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt153	1295926	PRJNA191293	191293	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt106	1295927	PRJNA191294	191294	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt116	1295928	PRJNA191295	191295	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt129	1295929	PRJNA191296	191296	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt155	1295930	PRJNA191297	191297	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt107	1295931	PRJNA191298	191298	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt117	1295932	PRJNA191299	191299	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt130	1295933	PRJNA191300	191300	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt156	1295934	PRJNA191301	191301	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt108	1295935	PRJNA191302	191302	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt118	1295936	PRJNA191303	191303	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt134	1295937	PRJNA191304	191304	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt160	1295938	PRJNA191305	191305	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt11	1295939	PRJNA191306	191306	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt119	1295940	PRJNA191307	191307	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt137	1295941	PRJNA191308	191308	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt161	1295942	PRJNA191309	191309	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii A3-38-20	1295943	PRJNA191310	191310	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt110	1295944	PRJNA191311	191311	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt121	1295945	PRJNA191312	191312	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt139	1295946	PRJNA191313	191313	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii A4-1-12	1295947	PRJNA191314	191314	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt123	1295948	PRJNA191315	191315	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt141	1295949	PRJNA191316	191316	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii A4-34-6	1295950	PRJNA191317	191317	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt111	1295951	PRJNA191318	191318	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt126	1295952	PRJNA191319	191319	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans var. grubii Bt151	1295953	PRJNA191320	191320	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt60	1296075	PRJNA191337	191337	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans IUM92_4686	1296076	PRJNA191338	191338	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt68	1296077	PRJNA191339	191339	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans MW-RSA722	1296078	PRJNA191341	191341	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt7	1296079	PRJNA191342	191342	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans NC34_21	1296080	PRJNA191343	191343	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans 6_20	1296081	PRJNA191344	191344	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt70	1296082	PRJNA191345	191345	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans S1	1296083	PRJNA191346	191346	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans AD7_95	1296084	PRJNA191347	191347	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cryptococcus neoformans Bt96	1296085	PRJNA191348	191348	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
